id,has_city,acquisition_campaign,use_case,source,created_date
h6xwmsjl,True,Other,Other,Outbound,2019-07-24
2uawoc12,True,Other,Corporate Events,Outbound,2019-07-24
qr6xq9j0,True,VirtualMeetups,Corporate Events,Inbound,2019-07-24
xt9t4y8u,False,VirtualMeetups,Other,Outbound,2019-07-24
4ipomyml,True,TradeShow,Corporate Events,Outbound,2019-07-24
9dsf354m,False,Other,Corporate Events,Inbound,2019-07-24
1bnrubfm,True,Other,Corporate Events,Outbound,2019-07-24
wznjxs7w,False,VirtualMeetups,Corporate Events,Outbound,2019-07-24
w74wd62x,True,TradeShow,Other,Outbound,2019-07-24
njtncmon,True,Other,Corporate Events,Outbound,2019-07-24
ir0o16xu,True,Other,Corporate Events,Outbound,2019-07-24
l483ylvz,False,Other,Corporate Events,Inbound,2019-07-24
cbi1poue,False,Other,Other,Outbound,2019-07-24
lnjql8yd,True,Other,Corporate Events,Outbound,2019-07-24
xbweemcg,True,Other,Other,Inbound,2019-07-24
jcennydl,True,Other,Other,Inbound,2019-07-24
gru7ethd,False,Other,Other,Outbound,2019-07-24
cmbg5q7x,False,VirtualMeetups,Corporate Events,Inbound,2019-07-24
o4sh0wc9,False,Other,Corporate Events,Outbound,2019-07-24
2h5kheu6,True,Other,Other,Outbound,2019-07-24
y9frn6nr,True,Other,Corporate Events,Outbound,2019-07-24
pea0t11q,False,VirtualMeetups,Corporate Events,Inbound,2019-07-24
jeesbj82,False,Other,Corporate Events,Inbound,2019-07-24
cktttlef,True,Other,Corporate Events,Outbound,2019-07-24
ruj4jh87,False,Other,Corporate Events,Outbound,2019-07-24
a1bxal0b,False,Other,Corporate Events,Outbound,2019-07-24
fjm0h15a,False,VirtualMeetups,Corporate Events,Outbound,2019-07-24
hx5f8dqh,False,Other,Other,Outbound,2019-07-24
up63we8c,True,Other,Corporate Events,Outbound,2019-07-24
fzbywul6,True,Other,Other,Outbound,2019-07-24
gqjwm6cf,True,Other,Corporate Events,Inbound,2019-07-24
ytyf4nc8,False,Other,Other,Outbound,2019-07-24
lbhc5cr5,False,TradeShow,Corporate Events,Inbound,2019-07-24
j1ksjat1,True,Other,Corporate Events,Inbound,2019-07-24
z0c3wxpg,False,Other,Other,Outbound,2019-07-24
cslnc5e4,False,VirtualMeetups,Other,Outbound,2019-07-24
uykyq185,True,Other,Other,Outbound,2019-07-24
stw9c3u3,True,Other,Other,Outbound,2019-07-24
2x8xg95v,True,Other,Other,Outbound,2019-07-24
ubjxg599,True,Other,Corporate Events,Outbound,2019-07-24
vzim88wz,True,Other,Other,Outbound,2019-07-24
ys12op5b,False,Other,Corporate Events,Outbound,2019-07-24
3dst6d0o,True,Other,Corporate Events,Outbound,2019-07-24
zfdc9xys,True,Other,Other,Inbound,2019-07-24
yh5tkxis,False,VirtualMeetups,Corporate Events,Outbound,2019-07-24
2kzpg066,True,Other,Other,Outbound,2019-07-24
iuuhf8on,True,Other,Corporate Events,Outbound,2019-07-24
f7p7ebnm,False,VirtualMeetups,Corporate Events,Inbound,2019-07-24
8h6yc1ys,False,VirtualMeetups,Corporate Events,Outbound,2019-07-24
w6egxllb,True,VirtualMeetups,Other,Outbound,2019-07-24
5qwb8ylu,True,Other,Other,Inbound,2019-07-24
b4g780b0,True,Other,Corporate Events,Outbound,2019-07-24
nbxvycym,False,Other,Other,Outbound,2019-07-24
6puj33yj,False,VirtualMeetups,Corporate Events,Outbound,2019-07-24
attiuaxq,True,Other,Other,Inbound,2019-07-24
gz1x3fvr,True,TradeShow,Corporate Events,Outbound,2019-07-25
ti0ywzd8,True,Other,Corporate Events,Inbound,2019-07-25
q5qq9on7,True,Other,Other,Outbound,2019-07-25
wyc0erou,True,Other,Other,Outbound,2019-07-25
c80hsape,True,Other,Other,Outbound,2019-07-25
ku3lg3n6,True,Other,Corporate Events,Outbound,2019-07-25
wnsqctmc,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
f3rko69m,True,Other,Corporate Events,Inbound,2019-07-25
dsy73aca,True,Other,Other,Outbound,2019-07-25
2oqgypiq,True,Other,Corporate Events,Inbound,2019-07-25
dtdz6scg,True,Other,Other,Inbound,2019-07-25
9hmqwdyg,True,Other,Corporate Events,Inbound,2019-07-25
ufcq1a15,True,TradeShow,Other,Outbound,2019-07-25
zd6e6fkl,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
vdwa6b1w,False,Other,Corporate Events,Outbound,2019-07-25
v8g0d4f0,True,Other,Other,Outbound,2019-07-25
oemj8x4r,False,Other,Corporate Events,Outbound,2019-07-25
imds7zcf,True,Other,Other,Outbound,2019-07-25
b4x3naae,False,Other,Corporate Events,Outbound,2019-07-25
m0fo6i5y,False,Other,Other,Outbound,2019-07-25
eazr1ig0,False,Other,Other,Inbound,2019-07-25
0nel85u4,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
1n6r1bw1,True,Other,Other,Outbound,2019-07-25
emyrmwoa,True,Other,Other,Outbound,2019-07-25
j7n8zddr,True,Other,Corporate Events,Outbound,2019-07-25
dg2dmrym,True,TradeShow,Other,Outbound,2019-07-25
tiu9uscv,True,Other,Other,Outbound,2019-07-25
us86u9lr,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
znen3308,True,Other,Other,Outbound,2019-07-25
mv798f8r,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
u8h328su,True,Other,Corporate Events,Inbound,2019-07-25
12i74wiu,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
tocj7xg3,True,TradeShow,Corporate Events,Outbound,2019-07-25
5lhjqlc9,True,Other,Other,Outbound,2019-07-25
johojhks,True,VirtualMeetups,Corporate Events,Outbound,2019-07-25
yfvj3geu,True,Other,Other,Outbound,2019-07-25
ietaw9ub,True,Other,Other,Outbound,2019-07-25
kljs2nn9,False,Other,Corporate Events,Outbound,2019-07-25
vcz0ad7c,True,Other,Other,Outbound,2019-07-25
xtty6t00,True,Other,Corporate Events,Outbound,2019-07-25
gt7rhq9p,True,Other,Corporate Events,Outbound,2019-07-25
jpkixbtu,True,Other,Corporate Events,Outbound,2019-07-25
hmp6fexu,True,VirtualMeetups,Corporate Events,Outbound,2019-07-25
445wc7i8,False,Other,Corporate Events,Inbound,2019-07-25
op6oozqz,False,VirtualMeetups,Corporate Events,Outbound,2019-07-25
quup2jsg,True,Other,Corporate Events,Inbound,2019-07-25
tb051irl,False,Other,Corporate Events,Outbound,2019-07-25
b1ihxhi8,True,Other,Other,Outbound,2019-07-25
2sdvxev0,False,Other,Other,Outbound,2019-07-25
9muagqz8,True,Other,Other,Outbound,2019-07-25
vhd3g7b8,False,Other,Other,Outbound,2019-07-25
g0s6gxru,False,Other,Other,Outbound,2019-07-25
fciu39ev,True,Other,Other,Outbound,2019-07-25
056322dy,True,Other,Other,Outbound,2019-07-25
0crmhd4g,False,Other,Other,Outbound,2019-07-25
k0fvzz6u,True,Other,Other,Outbound,2019-07-26
vx4ni7nd,False,TradeShow,Corporate Events,Outbound,2019-07-26
ybsarftk,True,Other,Corporate Events,Outbound,2019-07-26
xitnrh1k,True,Other,Other,Inbound,2019-07-26
wosnx3ok,False,VirtualMeetups,Corporate Events,Outbound,2019-07-26
22g7i3nw,True,Other,Corporate Events,Inbound,2019-07-26
qr2almir,False,VirtualMeetups,Corporate Events,Outbound,2019-07-26
30xoy589,True,Other,Corporate Events,Outbound,2019-07-26
hk42hr7p,False,Other,Other,Outbound,2019-07-26
0diwecqv,False,Other,Other,Outbound,2019-07-26
xwk6rp9d,True,Other,Other,Outbound,2019-07-26
dycotdgu,True,Other,Other,Outbound,2019-07-26
zczowqcc,False,VirtualMeetups,Corporate Events,Outbound,2019-07-26
byif4zsu,True,Other,Other,Outbound,2019-07-26
q99a61eb,True,Other,Corporate Events,Outbound,2019-07-26
1893ejy1,False,Other,Other,Outbound,2019-07-26
7iv6antu,True,Other,Corporate Events,Outbound,2019-07-26
zopzj142,False,Other,Corporate Events,Inbound,2019-07-26
nh1ip7h0,True,Other,Corporate Events,Inbound,2019-07-26
4212t9k3,False,Other,Other,Inbound,2019-07-26
81qu18ct,False,Other,Corporate Events,Outbound,2019-07-26
kb552n5b,True,Other,Corporate Events,Outbound,2019-07-26
1bvuw0z6,False,VirtualMeetups,Corporate Events,Inbound,2019-07-26
i3bs8y6p,True,Other,Corporate Events,Outbound,2019-07-26
pm3i27pr,False,VirtualMeetups,Corporate Events,Outbound,2019-07-26
7f7di8hv,True,Other,Corporate Events,Outbound,2019-07-26
0jsudees,True,VirtualMeetups,Corporate Events,Outbound,2019-07-26
ebirjzlt,True,Other,Other,Inbound,2019-07-26
k1t5vz7v,True,Other,Other,Outbound,2019-07-26
3ks13n2v,True,TradeShow,Corporate Events,Outbound,2019-07-26
5218iwcg,True,Other,Corporate Events,Outbound,2019-07-26
6108nxsf,True,Other,Other,Outbound,2019-07-26
uodq3hgo,True,Other,Other,Outbound,2019-07-26
l8y0rqo1,True,TradeShow,Corporate Events,Outbound,2019-07-26
mop9mgl8,True,VirtualMeetups,Corporate Events,Outbound,2019-07-26
lv8zo281,False,Other,Corporate Events,Inbound,2019-07-26
9tso5adh,False,Other,Other,Outbound,2019-07-26
69gp3ywe,True,Other,Corporate Events,Outbound,2019-07-26
a4t9r60a,True,Other,Corporate Events,Outbound,2019-07-26
jthuuhbt,True,VirtualMeetups,Corporate Events,Inbound,2019-07-26
mqsgnpk6,True,Other,Other,Outbound,2019-07-26
6e918zql,True,Other,Other,Outbound,2019-07-26
ykhtqi9h,False,VirtualMeetups,Other,Outbound,2019-07-26
exegoofp,True,Other,Corporate Events,Outbound,2019-07-26
59ff95nt,True,Other,Other,Outbound,2019-07-26
yekhjhtq,True,Other,Other,Outbound,2019-07-26
ssf9e015,True,VirtualMeetups,Other,Inbound,2019-07-26
qdusvrgz,True,Other,Corporate Events,Outbound,2019-07-26
1qwoyobj,False,Other,Other,Outbound,2019-07-26
vyr1yi9y,True,VirtualMeetups,Corporate Events,Outbound,2019-07-26
56p1wmos,False,Other,Other,Outbound,2019-07-26
i2hyqsp8,True,VirtualMeetups,Other,Outbound,2019-07-26
x174u7z1,True,Other,Corporate Events,Outbound,2019-07-26
xs83x4wv,True,VirtualMeetups,Corporate Events,Outbound,2019-07-26
afki7pkg,True,Other,Corporate Events,Outbound,2019-07-26
fttmqhbi,True,TradeShow,Corporate Events,Outbound,2019-07-26
7llgpeqw,False,Other,Corporate Events,Inbound,2019-07-26
pvoekduj,True,Other,Other,Outbound,2019-07-26
1sugta2r,True,Other,Corporate Events,Outbound,2019-07-26
w7lt682q,True,Other,Other,Outbound,2019-07-26
hy8hl4th,True,Other,Other,Outbound,2019-07-26
qukmmlnk,True,Other,Other,Outbound,2019-07-26
b727n9r6,False,Other,Other,Inbound,2019-01-03
j6vbngar,False,Other,Other,Outbound,2019-01-03
gnh5pb3u,True,Other,Corporate Events,Outbound,2019-01-03
0l2ctsce,True,Other,Corporate Events,Inbound,2019-01-03
pdudo1sm,False,Other,Corporate Events,Inbound,2019-01-03
ecx7q28u,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
sdf8zbj1,True,Other,Other,Inbound,2019-01-03
6kd1qdeq,False,Other,Other,Outbound,2019-01-03
jpk118n5,True,Other,Other,Outbound,2019-01-03
qb2gkvwh,True,Other,Corporate Events,Inbound,2019-01-03
qbq0bjjf,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
t0vo6xgf,True,Other,Corporate Events,Outbound,2019-01-03
bo9sz7bi,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
oc6opon6,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
kvrnlkju,True,Other,Corporate Events,Outbound,2019-01-03
ov9kq860,False,TradeShow,Corporate Events,Outbound,2019-01-03
km2f1agb,True,Other,Corporate Events,Outbound,2019-01-03
grtaltqm,True,Other,Other,Inbound,2019-01-03
nr8yzhta,True,Other,Corporate Events,Inbound,2019-01-03
3qbdb6ic,True,Other,Other,Outbound,2019-01-03
zayy6owc,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
xsjt4jja,False,Other,Corporate Events,Inbound,2019-01-03
cgvft894,True,Other,Corporate Events,Inbound,2019-01-03
k2sh2b2b,True,Other,Corporate Events,Outbound,2019-01-03
2i4z65bz,True,Other,Other,Inbound,2019-01-03
akpnooyd,False,Other,Other,Outbound,2019-01-03
d38ieyav,True,Other,Other,Outbound,2019-01-03
566amoir,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
n1z03l81,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
l1jvxxow,False,Other,Corporate Events,Outbound,2019-01-03
low2u3n3,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
5fc7x1rw,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
mqmyo73d,False,Other,Other,Outbound,2019-01-03
881clyfq,True,Other,Other,Outbound,2019-01-03
gyppuomc,True,Other,Other,Outbound,2019-01-03
2kpak9q5,True,VirtualMeetups,Corporate Events,Inbound,2019-01-03
kq2lsxpk,False,Other,Corporate Events,Outbound,2019-01-03
ghmcbgpz,True,Other,Corporate Events,Outbound,2019-01-03
w4fxusas,False,TradeShow,Other,Outbound,2019-01-03
zlkupg1m,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
va30wm2g,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
3k1ifr5b,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
pik8oexu,True,Other,Corporate Events,Inbound,2019-01-03
jg89f5yh,True,Other,Corporate Events,Outbound,2019-01-03
mjq4cpj2,False,TradeShow,Corporate Events,Outbound,2019-01-03
w0dygkss,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
q65hsnhk,True,VirtualMeetups,Other,Outbound,2019-01-03
eorbqzb4,False,VirtualMeetups,Other,Outbound,2019-01-03
2a8sxjf0,False,Other,Corporate Events,Outbound,2019-01-03
ykk28d2m,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
7b3rnsiq,True,Other,Other,Inbound,2019-01-03
7tv0ief2,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
6n69p2ht,True,Other,Other,Outbound,2019-01-03
0zo6al5o,True,Other,Corporate Events,Outbound,2019-01-03
7npaoiwo,True,VirtualMeetups,Corporate Events,Inbound,2019-01-03
cytgkv4x,True,Other,Other,Outbound,2019-01-03
bq2i6ddg,True,Other,Other,Outbound,2019-01-03
kur872rs,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
6c0423x8,True,Other,Other,Outbound,2019-01-03
u0h6f3gc,False,VirtualMeetups,Other,Outbound,2019-01-03
jdcqobvm,True,Other,Other,Outbound,2019-01-03
s15feqmf,True,Other,Corporate Events,Inbound,2019-01-03
lsxl55gd,True,TradeShow,Other,Inbound,2019-01-03
q8s8gj8k,True,Other,Other,Outbound,2019-01-03
lk8xvl5p,True,Other,Other,Outbound,2019-01-03
6hbthc2s,True,Other,Other,Inbound,2019-01-03
fjfn4va8,False,Other,Corporate Events,Outbound,2019-01-03
wh7izcnx,False,Other,Corporate Events,Outbound,2019-01-03
pxjn4mxh,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
ron6f8wh,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
4d8wghyi,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
ungenwfd,False,Other,Corporate Events,Outbound,2019-01-03
fcfqjonl,True,Other,Corporate Events,Inbound,2019-01-03
3jg8dzyp,True,Other,Corporate Events,Inbound,2019-01-03
sg4928ig,False,Other,Other,Outbound,2019-01-03
7094b120,True,Other,Other,Outbound,2019-01-03
7tbjfman,True,TradeShow,Corporate Events,Outbound,2019-01-03
l9do87w6,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
5lggwzqr,True,Other,Corporate Events,Outbound,2019-01-03
ui85uhmw,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
3tbed5er,False,VirtualMeetups,Other,Outbound,2019-01-03
gkjzyjd2,True,Other,Corporate Events,Inbound,2019-01-03
efos16dz,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
vbwe7jqj,True,VirtualMeetups,Corporate Events,Inbound,2019-01-03
7ysvnxv0,False,Other,Corporate Events,Outbound,2019-01-03
ktcjbj6j,False,Other,Other,Outbound,2019-01-03
8gqoa2du,False,Other,Other,Outbound,2019-01-03
wnndar41,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
dhi4mmpv,True,Other,Other,Outbound,2019-01-03
pwwu9rjn,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
eb2muwbg,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
kot6om9m,True,Other,Other,Outbound,2019-01-03
ql2qfp4h,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
4xubpg4q,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
te1k4z3n,False,Other,Other,Outbound,2019-01-03
gn3fjgjh,True,Other,Corporate Events,Outbound,2019-01-03
1gk815jc,True,VirtualMeetups,Corporate Events,Outbound,2019-01-03
vpdqy409,True,Other,Corporate Events,Outbound,2019-01-03
4ko8gqii,False,VirtualMeetups,Corporate Events,Outbound,2019-01-03
egmzuqyl,False,VirtualMeetups,Corporate Events,Inbound,2019-01-03
ptk7m45n,True,Other,Corporate Events,Outbound,2019-01-03
4l41qhja,False,Other,Other,Outbound,2019-01-03
ltvi4r0r,False,Other,Corporate Events,Inbound,2019-01-03
eev009b6,False,Other,Other,Inbound,2019-02-03
wys9y59k,True,Other,Other,Outbound,2019-02-03
hbp8374r,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
bc102qff,True,VirtualMeetups,Corporate Events,Outbound,2019-02-03
uxzu3rgz,False,Other,Corporate Events,Outbound,2019-02-03
6c61e1k1,True,Other,Other,Inbound,2019-02-03
oi11ouqk,False,Other,Other,Outbound,2019-02-03
1ifpixlt,True,Other,Corporate Events,Outbound,2019-02-03
79dsm273,False,Other,Corporate Events,Inbound,2019-02-03
1n79ejv0,True,Other,Corporate Events,Inbound,2019-02-03
2xqj541u,True,Other,Other,Outbound,2019-02-03
8gh7pzeq,True,Other,Other,Outbound,2019-02-03
z0qmkts4,True,TradeShow,Corporate Events,Outbound,2019-02-03
3la4yzjj,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
0ra2jd0v,True,Other,Other,Outbound,2019-02-03
8iy1wdvv,True,VirtualMeetups,Corporate Events,Outbound,2019-02-03
nyojuwfz,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
e123z9dw,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
7ziewnvr,True,VirtualMeetups,Corporate Events,Outbound,2019-02-03
ff12r79r,True,Other,Corporate Events,Outbound,2019-02-03
7pvel0ep,False,Other,Other,Outbound,2019-02-03
r4q6jzdk,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
acjqgc9s,True,Other,Other,Outbound,2019-02-03
d0ulfdjj,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
h521iikl,True,Other,Other,Outbound,2019-02-03
i40m80ul,True,VirtualMeetups,Corporate Events,Outbound,2019-02-03
z22969lo,True,Other,Other,Outbound,2019-02-03
s6mtb6dt,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
1wlrpn26,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
nw6cnkqa,True,VirtualMeetups,Other,Outbound,2019-02-03
k6bbwxnc,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
6nm0bqxz,True,Other,Other,Outbound,2019-02-03
8qygn8z5,False,Other,Corporate Events,Inbound,2019-02-03
8qc1wt67,True,VirtualMeetups,Corporate Events,Outbound,2019-02-03
twq319m0,False,Other,Other,Inbound,2019-02-03
80fm7v0y,True,Other,Other,Outbound,2019-02-03
3gd5hb8z,False,Other,Corporate Events,Outbound,2019-02-03
tqxij27t,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
s6w6pgwf,False,Other,Corporate Events,Outbound,2019-02-03
uux2kvbg,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
qsxc8s7j,False,Other,Corporate Events,Outbound,2019-02-03
rk13czgs,False,VirtualMeetups,Corporate Events,Inbound,2019-02-03
yyneg496,True,Other,Other,Outbound,2019-02-03
co700k2y,False,VirtualMeetups,Other,Outbound,2019-02-03
hmkhkiku,True,Other,Other,Outbound,2019-02-03
duwb4y8z,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
odn2708s,False,Other,Other,Outbound,2019-02-03
xlf58x50,True,Other,Other,Inbound,2019-02-03
mbwqpqaf,True,VirtualMeetups,Other,Outbound,2019-02-03
ud7wqbtk,True,Other,Corporate Events,Outbound,2019-02-03
bitigifk,True,Other,Corporate Events,Outbound,2019-02-03
quwss4j9,False,Other,Corporate Events,Inbound,2019-02-03
gi5l9v0s,True,VirtualMeetups,Corporate Events,Inbound,2019-02-03
tvlyb7wk,True,VirtualMeetups,Corporate Events,Outbound,2019-02-03
o6os9de9,True,Other,Corporate Events,Outbound,2019-02-03
3dfolrfi,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
f6vmcfnm,True,Other,Corporate Events,Outbound,2019-02-03
r244974v,False,Other,Corporate Events,Outbound,2019-02-03
cr1fixob,True,VirtualMeetups,Corporate Events,Inbound,2019-02-03
5z3pt354,False,VirtualMeetups,Corporate Events,Outbound,2019-02-03
8zsirhtv,False,TradeShow,Corporate Events,Outbound,2019-02-03
icm1a28e,True,Other,Corporate Events,Inbound,2019-02-03
3ydgrnvv,True,Other,Other,Outbound,2019-02-03
n9tpfnvf,True,TradeShow,Other,Outbound,2019-02-03
jfzvl2aw,False,Other,Corporate Events,Inbound,2019-02-03
rxzn7ffo,False,Other,Other,Outbound,2019-02-03
gfmm10dt,True,Other,Other,Outbound,2019-02-03
tnkiyel1,False,Other,Corporate Events,Outbound,2019-02-03
b3i5f41n,False,Other,Corporate Events,Outbound,2019-02-03
zlfr64l9,False,Other,Other,Outbound,2019-02-03
byn4hy00,True,Other,Other,Outbound,2019-02-03
ezapob5x,True,Other,Corporate Events,Outbound,2019-02-03
f3xctkfk,False,Other,Other,Outbound,2019-02-03
8fqbvls5,True,TradeShow,Corporate Events,Outbound,2019-03-03
rjx2uh24,True,Other,Other,Inbound,2019-03-03
7a6mi79k,True,Other,Corporate Events,Outbound,2019-03-03
ewwk4dbp,False,VirtualMeetups,Corporate Events,Outbound,2019-03-03
uhj00u53,False,VirtualMeetups,Other,Outbound,2019-03-03
ubqpe3us,True,Other,Corporate Events,Inbound,2019-03-03
mpmzjqyd,False,Other,Other,Outbound,2019-03-03
p55tg6l2,True,VirtualMeetups,Corporate Events,Inbound,2019-03-03
e77exywa,False,Other,Other,Inbound,2019-03-03
7e1gviae,True,Other,Other,Outbound,2019-03-03
yxlwdxuc,True,Other,Other,Inbound,2019-03-03
vzglj8fv,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
zjlu6utx,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
y2a9sdjw,True,Other,Other,Outbound,2019-03-03
or7vfqa7,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
jsmzjook,True,TradeShow,Corporate Events,Outbound,2019-03-03
lux4l319,False,Other,Other,Inbound,2019-03-03
6142yvw2,True,Other,Corporate Events,Outbound,2019-03-03
au52qfvy,False,Other,Other,Outbound,2019-03-03
trp4tlc9,False,VirtualMeetups,Other,Outbound,2019-03-03
bk9vdgxf,False,VirtualMeetups,Corporate Events,Inbound,2019-03-03
67jqj4jl,False,VirtualMeetups,Corporate Events,Outbound,2019-03-03
vws3iida,True,TradeShow,Other,Outbound,2019-03-03
mytco61n,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
3aorcf43,True,Other,Corporate Events,Outbound,2019-03-03
be3n12rp,True,Other,Corporate Events,Outbound,2019-03-03
xhp0767x,True,Other,Corporate Events,Outbound,2019-03-03
9yk9fryw,True,Other,Other,Outbound,2019-03-03
kuz15lev,False,VirtualMeetups,Corporate Events,Outbound,2019-03-03
v5fzp5jr,True,Other,Corporate Events,Outbound,2019-03-03
lkvji951,True,Other,Corporate Events,Outbound,2019-03-03
g9m3ps8c,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
hbhmxuii,False,Other,Other,Outbound,2019-03-03
u6vvn0ug,True,VirtualMeetups,Other,Outbound,2019-03-03
41lugcze,True,Other,Other,Outbound,2019-03-03
ys26ys6r,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
r08buldr,False,TradeShow,Corporate Events,Outbound,2019-03-03
ojhw25xw,True,Other,Corporate Events,Outbound,2019-03-03
pcos6oat,False,VirtualMeetups,Other,Outbound,2019-03-03
4drbvsbp,True,Other,Corporate Events,Inbound,2019-03-03
k8sh40im,True,TradeShow,Corporate Events,Outbound,2019-03-03
kbux31lf,True,Other,Corporate Events,Outbound,2019-03-03
7cnzq32s,True,Other,Corporate Events,Outbound,2019-03-03
yohqjf3w,True,Other,Other,Outbound,2019-03-03
qnjc4std,False,Other,Other,Outbound,2019-03-03
t2kue8gi,True,VirtualMeetups,Corporate Events,Outbound,2019-03-03
qy05s89l,False,Other,Other,Outbound,2019-03-03
55lijnhk,False,Other,Other,Inbound,2019-03-03
ryiwxf5v,True,Other,Other,Outbound,2019-03-03
g3v1id5h,True,VirtualMeetups,Corporate Events,Inbound,2019-03-03
00f3axo9,True,Other,Corporate Events,Outbound,2019-03-03
a2mj9kca,False,Other,Other,Outbound,2019-03-03
v3anau93,True,Other,Other,Outbound,2019-03-03
9k43xxuk,False,Other,Other,Inbound,2019-03-03
7m1t18zg,True,TradeShow,Corporate Events,Outbound,2019-03-03
yjk8tw6i,True,Other,Other,Outbound,2019-03-03
1iy7ulev,True,Other,Corporate Events,Inbound,2019-03-03
6n8bxtvl,False,Other,Corporate Events,Inbound,2019-03-03
ejgk4l5p,False,VirtualMeetups,Other,Outbound,2019-03-03
9piyud2a,True,Other,Corporate Events,Inbound,2019-03-03
gj714305,True,Other,Corporate Events,Outbound,2019-03-03
glraq1q9,True,Other,Other,Outbound,2019-03-03
b5zatymx,False,Other,Other,Outbound,2019-03-03
ncrmoetp,True,Other,Other,Inbound,2019-03-03
tazrtk1h,True,Other,Corporate Events,Outbound,2019-03-03
l68xi1ua,False,Other,Other,Inbound,2019-03-03
tin50u4i,False,VirtualMeetups,Corporate Events,Outbound,2019-03-03
tx5asag4,True,Other,Corporate Events,Inbound,2019-03-03
g34k5opw,True,Other,Corporate Events,Outbound,2019-04-03
q3kecvlj,False,VirtualMeetups,Corporate Events,Outbound,2019-04-03
gnolxleg,True,Other,Corporate Events,Inbound,2019-04-03
hr5c4hbr,False,Other,Corporate Events,Inbound,2019-04-03
kvqyalom,False,Other,Other,Inbound,2019-04-03
wj1c4gb4,True,Other,Corporate Events,Outbound,2019-04-03
f7k64h9z,True,Other,Other,Outbound,2019-04-03
lq9sok0c,True,Other,Other,Outbound,2019-04-03
mma23ayh,True,VirtualMeetups,Other,Outbound,2019-04-03
ysdaji4g,True,VirtualMeetups,Corporate Events,Outbound,2019-04-03
b6etwl4m,True,Other,Corporate Events,Inbound,2019-04-03
ao3vdybh,True,VirtualMeetups,Corporate Events,Outbound,2019-04-03
ke6ytdf7,True,Other,Other,Inbound,2019-04-03
x4d8ahle,False,VirtualMeetups,Corporate Events,Inbound,2019-04-03
c4m1k3ka,True,Other,Other,Outbound,2019-04-03
s14ryk6v,False,VirtualMeetups,Corporate Events,Outbound,2019-04-03
182yrdow,True,Other,Other,Outbound,2019-04-03
gi85ynqj,True,VirtualMeetups,Corporate Events,Outbound,2019-04-03
3zqomg0k,True,Other,Corporate Events,Inbound,2019-04-03
cvw7opj6,False,Other,Corporate Events,Outbound,2019-04-03
3gea2bun,True,Other,Corporate Events,Outbound,2019-04-03
